tg,season,freed,n_est,n_abs,n_rem,rem_base5_sum,realised_rem_min,realised_gain,bucket
1022400030|1611661330,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400036|1611661330,2024,0.0,9,0,9,198.11666666666667,199.45,1.3333333333333144,none
1022400040|1611661330,2024,0.0,9,0,9,198.00416666666666,200.00000000000003,1.9958333333333655,none
1022400045|1611661330,2024,0.0,9,0,9,198.29333333333335,192.5,-5.793333333333351,none
1022400055|1611661330,2024,0.0,10,0,10,200.52777777777777,189.06666666666663,-11.461111111111137,none
1022400061|1611661330,2024,2.833333333333333,11,1,10,199.49555555555557,200.0,0.5044444444444309,0-15
1022400067|1611661330,2024,0.0,11,0,11,201.98583333333335,199.99999999999997,-1.9858333333333746,none
1022400071|1611661330,2024,6.296666666666667,11,2,9,195.30333333333334,200.0,4.696666666666658,0-15
1022400080|1611661330,2024,2.763333333333333,11,1,10,197.02666666666667,200.0,2.973333333333329,0-15
1022400085|1611661330,2024,20.61,11,2,9,180.07999999999998,200.0,19.920000000000016,15-30
1022400089|1611661330,2024,31.779999999999994,11,1,10,169.46666666666667,200.00000000000003,30.53333333333336,30-45
1022400094|1611661330,2024,31.779999999999994,11,1,10,178.28,185.75,7.469999999999999,30-45
1022400102|1611661330,2024,50.95666666666666,11,3,8,162.54333333333332,158.5,-4.043333333333322,45+
1022400106|1611661330,2024,75.22333333333333,11,5,6,144.99666666666667,137.7,-7.296666666666681,45+
1022400112|1611661330,2024,75.22333333333333,11,5,6,144.2866666666667,148.46666666666667,4.179999999999978,45+
1022400118|1611661330,2024,58.87555555555556,11,3,8,156.35,161.45,5.099999999999994,45+
1022400123|1611661330,2024,75.72888888888889,12,4,8,155.73777777777778,181.08333333333334,25.345555555555563,45+
1022400130|1611661330,2024,56.65888888888889,11,4,7,162.05166666666668,179.13333333333333,17.08166666666665,45+
1022400134|1611661330,2024,37.55555555555556,10,3,7,166.28333333333333,173.76666666666665,7.48333333333332,30-45
1022400141|1611661330,2024,31.572222222222223,11,2,9,191.9177777777778,179.89999999999998,-12.017777777777809,30-45
1022400147|1611661330,2024,13.306666666666668,11,2,9,210.315,176.91666666666666,-33.39833333333334,0-15
1022400152|1611661330,2024,49.17333333333333,12,4,8,205.11333333333332,170.5333333333333,-34.58000000000001,45+
1022400158|1611661330,2024,35.86666666666667,12,2,10,233.675,200.0,-33.67500000000001,30-45
1022400165|1611661330,2024,56.57666666666667,12,3,9,204.18666666666667,200.0,-4.186666666666667,45+
1022400168|1611661330,2024,56.57666666666667,12,3,9,203.10999999999999,200.0,-3.109999999999985,45+
1022400176|1611661330,2024,63.52333333333333,13,4,9,199.01666666666665,200.01666666666665,1.0,45+
1022400184|1611661330,2024,27.656666666666666,11,2,9,197.40333333333334,200.01666666666668,2.613333333333344,15-30
1022400187|1611661330,2024,54.02666666666667,11,2,9,171.72666666666666,199.99999999999997,28.273333333333312,45+
1022400193|1611661330,2024,0.0,10,0,10,204.74333333333334,200.0,-4.743333333333339,none
1022400198|1611661330,2024,0.0,10,0,10,211.19666666666666,200.01666666666668,-11.179999999999978,none
1022400202|1611661330,2024,7.239999999999999,10,1,9,203.07666666666668,224.99999999999997,21.92333333333329,0-15
1022400208|1611661330,2024,7.239999999999999,10,1,9,203.14666666666665,224.99999999999997,21.853333333333325,0-15
1022400212|1611661330,2024,7.239999999999999,10,1,9,208.18,200.0,-8.180000000000007,0-15
1022400219|1611661330,2024,7.239999999999999,10,1,9,213.72666666666666,200.0,-13.72666666666666,0-15
1022400226|1611661330,2024,7.239999999999999,10,1,9,208.11333333333332,225.01666666666668,16.903333333333364,0-15
1022400232|1611661330,2024,0.0,9,0,9,209.87666666666667,197.56666666666666,-12.310000000000002,none
1022400236|1611661330,2024,0.0,10,0,10,221.70666666666665,187.3,-34.40666666666664,none
1022400003|1611661319,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400011|1611661319,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400018|1611661319,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400027|1611661319,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400037|1611661319,2024,0.0,7,0,7,184.1,177.71666666666667,-6.383333333333326,none
1022400040|1611661319,2024,0.0,8,0,8,201.5402777777778,200.0,-1.5402777777777885,none
1022400052|1611661319,2024,0.0,8,0,8,201.09583333333333,178.85000000000002,-22.24583333333331,none
1022400057|1611661319,2024,5.526666666666666,8,1,7,192.81,176.86666666666665,-15.943333333333356,0-15
1022400065|1611661319,2024,35.93333333333333,8,1,7,158.33,172.2,13.869999999999976,30-45
1022400068|1611661319,2024,0.0,8,0,8,192.87333333333333,174.35000000000002,-18.523333333333312,none
1022400073|1611661319,2024,1.6722222222222223,10,1,9,217.89888888888888,200.0,-17.898888888888877,0-15
1022400077|1611661319,2024,0.0,10,0,10,214.35888888888888,199.99999999999997,-14.358888888888913,none
1022400086|1611661319,2024,1.9875,10,1,9,207.12666666666667,183.61666666666667,-23.50999999999999,0-15
1022400090|1611661319,2024,1.9875,10,1,9,206.37666666666667,179.36666666666667,-27.00999999999999,0-15
1022400100|1611661319,2024,11.744166666666668,10,2,8,191.63666666666666,173.16666666666669,-18.46999999999997,0-15
1022400104|1611661319,2024,11.744166666666668,10,2,8,182.71666666666667,173.88333333333333,-8.833333333333343,0-15
1022400113|1611661319,2024,22.88416666666667,11,2,9,188.64333333333335,200.0,11.356666666666655,15-30
1022400117|1611661319,2024,0.0,10,0,10,208.22666666666666,192.58333333333334,-15.643333333333317,none
1022400119|1611661319,2024,0.0,10,0,10,209.44333333333333,225.00000000000006,15.556666666666729,none
1022400124|1611661319,2024,22.083333333333336,10,1,9,183.41333333333333,197.56666666666666,14.153333333333336,15-30
1022400131|1611661319,2024,10.206666666666667,10,2,8,197.75666666666666,200.0,2.2433333333333394,0-15
1022400134|1611661319,2024,10.206666666666667,10,2,8,199.25666666666666,200.0,0.7433333333333394,0-15
1022400140|1611661319,2024,3.29,10,1,9,208.30333333333334,200.0,-8.303333333333342,0-15
1022400146|1611661319,2024,0.0,10,0,10,211.27333333333334,200.01666666666665,-11.256666666666689,none
1022400156|1611661319,2024,3.603333333333333,10,1,9,210.42333333333332,200.03333333333336,-10.389999999999958,0-15
1022400159|1611661319,2024,0.0,10,0,10,210.33666666666667,200.00000000000003,-10.336666666666645,none
1022400166|1611661319,2024,6.246666666666667,10,1,9,200.86333333333332,200.01666666666668,-0.8466666666666356,0-15
1022400171|1611661319,2024,0.0,10,0,10,206.32333333333332,200.0,-6.3233333333333235,none
1022400174|1611661319,2024,4.87,10,1,9,198.04666666666668,200.0,1.953333333333319,0-15
1022400179|1611661319,2024,8.94,10,2,8,193.17666666666668,200.0,6.8233333333333235,0-15
1022400187|1611661319,2024,32.03333333333333,10,1,9,171.26333333333332,200.03333333333333,28.77000000000001,30-45
1022400194|1611661319,2024,0.0,10,0,10,202.34333333333333,198.75000000000003,-3.5933333333333053,none
1022400197|1611661319,2024,40.61555555555555,11,2,9,175.04,199.99999999999997,24.95999999999998,30-45
1022400203|1611661319,2024,5.688888888888889,11,1,10,209.92666666666665,200.0,-9.926666666666648,0-15
1022400209|1611661319,2024,40.785555555555554,11,2,9,181.28333333333333,199.08333333333334,17.80000000000001,30-45
1022400215|1611661319,2024,11.058888888888887,11,2,9,207.80666666666667,200.0,-7.806666666666672,0-15
1022400220|1611661319,2024,11.058888888888887,11,2,9,214.78,200.0,-14.780000000000001,0-15
1022400228|1611661319,2024,0.0,10,0,10,215.46333333333334,197.91666666666669,-17.546666666666653,none
1022400234|1611661319,2024,10.443333333333333,11,2,9,208.93,200.0,-8.930000000000007,0-15
1022400239|1611661319,2024,122.71000000000001,11,4,7,92.17,184.64999999999998,92.47999999999998,45+
1022400001|1611661313,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400007|1611661313,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400010|1611661313,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400016|1611661313,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400022|1611661313,2024,0.0,9,0,9,187.4611111111111,195.48333333333332,8.022222222222211,none
1022400025|1611661313,2024,0.0,10,0,10,201.01111111111112,198.18333333333334,-2.827777777777783,none
1022400035|1611661313,2024,20.28472222222222,11,3,8,182.48,200.0,17.52000000000001,15-30
1022400042|1611661313,2024,26.089999999999996,11,1,10,178.0913888888889,200.00000000000003,21.908611111111128,15-30
1022400046|1611661313,2024,13.663333333333332,11,1,10,194.18166666666667,200.00000000000003,5.8183333333333564,0-15
1022400050|1611661313,2024,23.926666666666666,11,3,8,190.55666666666667,200.0,9.443333333333328,15-30
1022400055|1611661313,2024,39.49666666666666,11,2,9,175.69666666666666,200.00000000000003,24.30333333333337,30-45
1022400060|1611661313,2024,42.48,11,3,8,175.09,200.01666666666668,24.926666666666677,30-45
1022400062|1611661313,2024,39.49666666666666,11,2,9,184.66,200.0,15.340000000000003,30-45
1022400077|1611661313,2024,25.833333333333332,10,1,9,189.42333333333335,200.0,10.576666666666654,15-30
1022400083|1611661313,2024,28.89333333333333,10,2,8,189.21333333333334,200.0,10.786666666666662,15-30
1022400088|1611661313,2024,34.33333333333333,9,1,8,162.58333333333334,200.0,37.41666666666666,30-45
1022400092|1611661313,2024,34.33333333333333,9,1,8,167.00666666666666,200.0,32.99333333333334,30-45
1022400094|1611661313,2024,34.33333333333333,9,1,8,173.39333333333335,200.0,26.606666666666655,30-45
1022400106|1611661313,2024,17.023333333333333,9,2,7,196.93333333333334,178.71666666666667,-18.21666666666667,15-30
1022400111|1611661313,2024,17.023333333333333,10,2,8,227.14000000000001,200.0,-27.140000000000015,15-30
1022400121|1611661313,2024,17.023333333333333,10,2,8,223.40666666666667,200.0,-23.406666666666666,15-30
1022400128|1611661313,2024,49.81333333333333,10,3,7,185.95666666666668,200.0,14.043333333333322,45+
1022400133|1611661313,2024,32.79,10,1,9,196.25333333333333,191.28333333333336,-4.96999999999997,30-45
1022400137|1611661313,2024,72.62333333333333,11,3,8,173.38,200.0,26.620000000000005,45+
1022400145|1611661313,2024,72.62333333333333,11,3,8,168.41,200.0,31.590000000000003,45+
1022400151|1611661313,2024,32.79,11,1,10,217.05,193.9,-23.150000000000006,30-45
1022400156|1611661313,2024,4.6466666666666665,10,1,9,218.24666666666667,200.03333333333333,-18.21333333333334,0-15
1022400163|1611661313,2024,32.56333333333333,10,1,9,188.01999999999998,198.41666666666669,10.396666666666704,30-45
1022400167|1611661313,2024,38.45,10,2,8,177.88,190.28333333333333,12.403333333333336,30-45
1022400172|1611661313,2024,0.0,11,0,11,225.07666666666668,200.05,-25.02666666666667,none
1022400177|1611661313,2024,23.774166666666666,11,3,8,201.12333333333333,172.88333333333333,-28.24000000000001,15-30
1022400182|1611661313,2024,52.384166666666665,12,4,8,203.42666666666668,200.0,-3.4266666666666765,45+
1022400188|1611661313,2024,37.72083333333333,12,4,8,213.27333333333334,200.0,-13.27333333333334,30-45
1022400200|1611661313,2024,23.774166666666666,12,3,9,228.39333333333335,200.0,-28.393333333333345,15-30
1022400209|1611661313,2024,23.774166666666666,12,3,9,227.20999999999998,200.01666666666665,-27.193333333333328,15-30
1022400213|1611661313,2024,0.0,9,0,9,215.39666666666668,189.81666666666666,-25.580000000000013,none
1022400218|1611661313,2024,0.0,12,0,12,227.64666666666668,199.99999999999994,-27.646666666666732,none
1022400225|1611661313,2024,10.556666666666665,12,2,10,208.99666666666667,200.0,-8.99666666666667,0-15
1022400231|1611661313,2024,0.0,12,0,12,212.63666666666666,200.00000000000003,-12.636666666666628,none
1022400236|1611661313,2024,7.573333333333333,12,1,11,201.75,200.0,-1.75,0-15
1022400004|1611661328,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400009|1611661328,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400014|1611661328,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400016|1611661328,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400020|1611661328,2024,8.4,9,2,7,183.9611111111111,162.66666666666669,-21.294444444444423,0-15
1022400028|1611661328,2024,0.0,9,0,9,193.61666666666665,168.1833333333333,-25.433333333333337,none
1022400034|1611661328,2024,2.9125,10,1,9,222.72055555555556,199.99999999999997,-22.720555555555592,0-15
1022400038|1611661328,2024,0.0,10,0,10,221.005,195.25000000000006,-25.75499999999994,none
1022400051|1611661328,2024,40.00000000000001,10,2,8,175.44666666666666,178.36666666666667,2.920000000000016,30-45
1022400057|1611661328,2024,13.804444444444446,11,3,8,199.75666666666666,193.25,-6.506666666666661,0-15
1022400064|1611661328,2024,6.116666666666667,11,1,10,204.51777777777778,198.8,-5.717777777777769,0-15
1022400069|1611661328,2024,6.116666666666667,11,1,10,201.18166666666667,189.38333333333333,-11.798333333333346,0-15
1022400072|1611661328,2024,21.63111111111111,12,4,8,196.23,200.0,3.7700000000000102,15-30
1022400078|1611661328,2024,21.64666666666667,11,3,8,189.0611111111111,200.0,10.938888888888897,15-30
1022400086|1611661328,2024,3.41,11,1,10,209.665,200.0,-9.664999999999992,0-15
1022400097|1611661328,2024,5.75,11,2,9,208.30333333333334,200.0,-8.303333333333342,0-15
1022400101|1611661328,2024,0.0,11,0,11,207.85333333333332,200.0,-7.853333333333325,none
1022400105|1611661328,2024,0.0,11,0,11,206.84333333333333,200.0,-6.843333333333334,none
1022400110|1611661328,2024,0.0,11,0,11,206.72,200.01666666666668,-6.703333333333319,none
1022400120|1611661328,2024,2.8966666666666665,11,2,9,201.25,199.99999999999997,-1.2500000000000284,0-15
1022400125|1611661328,2024,18.6,11,4,7,179.64666666666668,200.0,20.353333333333325,15-30
1022400131|1611661328,2024,17.113333333333337,11,3,8,184.50666666666666,200.0,15.49333333333334,15-30
1022400136|1611661328,2024,1.6,11,1,10,198.69333333333333,200.00000000000003,1.3066666666667004,0-15
1022400141|1611661328,2024,0.0,11,0,11,204.70666666666668,200.01666666666665,-4.690000000000026,none
1022400144|1611661328,2024,6.203333333333333,11,2,9,202.24666666666667,200.0,-2.2466666666666697,0-15
1022400152|1611661328,2024,6.203333333333333,11,2,9,206.49666666666667,200.0,-6.49666666666667,0-15
1022400160|1611661328,2024,2.7666666666666666,11,1,10,204.04,200.01666666666665,-4.0233333333333405,0-15
1022400164|1611661328,2024,6.326666666666666,11,2,9,199.06333333333333,200.00000000000003,0.9366666666666958,0-15
1022400178|1611661328,2024,24.55666666666667,11,4,7,178.97,174.36666666666667,-4.603333333333325,15-30
1022400184|1611661328,2024,33.34666666666667,10,2,8,171.56,168.36666666666667,-3.193333333333328,30-45
1022400188|1611661328,2024,13.746666666666668,10,2,8,189.82666666666665,176.95,-12.876666666666665,0-15
1022400190|1611661328,2024,3.56,10,1,9,196.60333333333332,171.98333333333335,-24.619999999999976,0-15
1022400195|1611661328,2024,10.430000000000001,10,1,9,211.8211111111111,200.00000000000003,-11.821111111111065,0-15
1022400200|1611661328,2024,5.043333333333334,10,1,9,212.89083333333332,200.0,-12.890833333333319,0-15
1022400206|1611661328,2024,0.0,10,0,10,210.77,193.95,-16.82000000000002,none
1022400217|1611661328,2024,16.323333333333334,11,3,8,197.04999999999998,200.0,2.950000000000017,15-30
1022400221|1611661328,2024,10.836666666666666,11,2,9,196.17000000000002,200.0,3.829999999999984,0-15
1022400229|1611661328,2024,58.56666666666667,11,2,9,152.55666666666667,200.0,47.44333333333333,45+
1022400234|1611661328,2024,62.85666666666667,11,3,8,151.25333333333333,200.0,48.74666666666667,45+
1022400240|1611661328,2024,58.56666666666667,11,2,9,162.1,200.0,37.900000000000006,45+
1022400002|1611661325,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400007|1611661325,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400010|1611661325,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400015|1611661325,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400020|1611661325,2024,0.0,8,0,8,185.44444444444446,187.2,1.7555555555555316,none
1022400024|1611661325,2024,0.0,8,0,8,189.08333333333331,200.01666666666665,10.933333333333337,none
1022400027|1611661325,2024,17.78,8,1,7,170.92666666666668,168.8,-2.126666666666665,15-30
1022400033|1611661325,2024,0.0,9,0,9,198.59333333333333,200.00000000000003,1.4066666666666947,none
1022400038|1611661325,2024,39.980000000000004,9,2,7,163.67333333333335,175.6,11.926666666666648,30-45
1022400044|1611661325,2024,35.07666666666667,10,2,8,175.61333333333334,200.0,24.386666666666656,30-45
1022400046|1611661325,2024,25.0,10,1,9,193.72833333333332,194.70000000000002,0.9716666666666924,15-30
1022400056|1611661325,2024,48.90777777777778,11,4,7,175.02666666666667,200.0,24.97333333333333,45+
1022400066|1611661325,2024,25.0,11,1,10,200.7511111111111,193.15,-7.601111111111095,15-30
1022400071|1611661325,2024,16.119999999999997,11,3,8,192.58333333333331,200.01666666666665,7.433333333333337,15-30
1022400079|1611661325,2024,16.119999999999997,11,3,8,194.36333333333334,200.0,5.636666666666656,15-30
1022400084|1611661325,2024,16.119999999999997,11,3,8,193.64,200.01666666666665,6.376666666666665,15-30
1022400089|1611661325,2024,0.0,11,0,11,209.99333333333334,199.99999999999997,-9.993333333333368,none
1022400096|1611661325,2024,17.8625,11,3,8,197.61333333333334,200.0,2.386666666666656,15-30
1022400101|1611661325,2024,17.8625,11,3,8,195.37333333333333,180.81666666666666,-14.556666666666672,15-30
1022400108|1611661325,2024,17.8625,12,3,9,226.89666666666668,200.01666666666665,-26.880000000000024,15-30
1022400113|1611661325,2024,29.4025,12,4,8,210.84,197.86666666666667,-12.97333333333333,15-30
1022400121|1611661325,2024,41.98916666666667,12,4,8,196.14333333333332,192.9,-3.243333333333311,30-45
1022400129|1611661325,2024,24.12666666666667,9,1,8,190.89333333333335,191.46666666666667,0.5733333333333235,15-30
1022400135|1611661325,2024,39.81666666666667,9,2,7,175.10666666666665,195.1,19.99333333333334,30-45
1022400142|1611661325,2024,39.81666666666667,10,2,8,182.00555555555556,200.0,17.99444444444444,30-45
1022400148|1611661325,2024,39.81666666666667,10,2,8,189.97,200.0,10.030000000000001,30-45
1022400153|1611661325,2024,15.690000000000001,9,1,8,193.38,200.0,6.6200000000000045,15-30
1022400160|1611661325,2024,0.0,9,0,9,213.79666666666668,197.43333333333334,-16.363333333333344,none
1022400173|1611661325,2024,24.296666666666667,11,3,8,199.2266666666667,183.81666666666666,-15.410000000000025,15-30
1022400176|1611661325,2024,24.296666666666667,12,3,9,220.42333333333332,200.0,-20.423333333333318,15-30
1022400180|1611661325,2024,47.723333333333336,12,4,8,191.75666666666666,200.0,8.24333333333334,45+
1022400185|1611661325,2024,23.42666666666667,12,1,11,214.55,199.99999999999997,-14.55000000000004,15-30
1022400192|1611661325,2024,16.45,12,3,9,215.50666666666666,200.0,-15.50666666666666,15-30
1022400199|1611661325,2024,32.06666666666666,12,4,8,195.10666666666665,200.0,4.893333333333345,30-45
1022400204|1611661325,2024,16.45,12,3,9,208.44666666666666,200.00000000000003,-8.44666666666663,15-30
1022400208|1611661325,2024,16.45,12,3,9,208.61333333333334,225.0,16.386666666666656,15-30
1022400215|1611661325,2024,8.243333333333334,12,2,10,212.67,200.0,-12.669999999999987,0-15
1022400220|1611661325,2024,13.45,10,2,8,199.76333333333332,200.0,0.2366666666666788,0-15
1022400224|1611661325,2024,5.3966666666666665,10,1,9,207.20666666666668,200.03333333333333,-7.173333333333346,0-15
1022400237|1611661325,2024,0.0,10,0,10,213.06333333333333,183.18333333333334,-29.879999999999995,none
1022400006|1611661320,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400011|1611661320,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400019|1611661320,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400024|1611661320,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400031|1611661320,2024,0.0,10,0,10,199.15555555555554,197.35,-1.805555555555543,none
1022400033|1611661320,2024,22.7,10,1,9,176.66666666666669,187.7,11.033333333333303,15-30
1022400039|1611661320,2024,22.7,10,1,9,179.31333333333333,193.65,14.336666666666673,15-30
1022400048|1611661320,2024,22.7,11,1,10,189.24666666666667,200.0,10.75333333333333,15-30
1022400053|1611661320,2024,0.0,11,0,11,215.30916666666667,199.99999999999997,-15.309166666666698,none
1022400058|1611661320,2024,0.0,11,0,11,214.53666666666666,199.99999999999997,-14.53666666666669,none
1022400065|1611661320,2024,10.48,11,1,10,201.63,200.00000000000003,-1.629999999999967,0-15
1022400069|1611661320,2024,0.0,11,0,11,211.64999999999998,200.0,-11.649999999999977,none
1022400075|1611661320,2024,7.923333333333334,11,1,10,198.7,200.0,1.3000000000000114,0-15
1022400080|1611661320,2024,7.923333333333334,11,1,10,196.95000000000002,200.0,3.049999999999983,0-15
1022400082|1611661320,2024,0.0,11,0,11,206.53,200.0,-6.530000000000001,none
1022400088|1611661320,2024,22.666666666666668,11,1,10,183.78333333333333,199.99999999999997,16.21666666666664,15-30
1022400092|1611661320,2024,45.2,11,2,9,163.50666666666666,197.11666666666667,33.610000000000014,45+
1022400103|1611661320,2024,56.483333333333334,11,3,8,157.41666666666669,198.58333333333331,41.16666666666663,45+
1022400114|1611661320,2024,45.2,11,2,9,176.90333333333334,200.00000000000003,23.096666666666692,45+
1022400119|1611661320,2024,45.2,11,2,9,186.95666666666665,225.00000000000003,38.04333333333338,45+
1022400126|1611661320,2024,22.53333333333333,10,1,9,194.92000000000002,168.18333333333334,-26.73666666666668,15-30
1022400127|1611661320,2024,32.736666666666665,9,1,8,172.20333333333332,168.41666666666669,-3.7866666666666333,30-45
1022400138|1611661320,2024,11.703333333333335,9,1,8,193.28666666666666,162.06666666666666,-31.22,0-15
1022400144|1611661320,2024,50.18,9,3,6,151.26666666666668,160.41666666666666,9.149999999999977,45+
1022400151|1611661320,2024,56.39333333333333,11,2,9,184.29666666666668,200.00000000000003,15.703333333333347,45+
1022400157|1611661320,2024,54.66333333333333,11,3,8,187.21583333333334,183.95,-3.2658333333333474,45+
1022400159|1611661320,2024,45.849999999999994,11,2,9,191.71666666666667,184.46666666666667,-7.25,45+
1022400162|1611661320,2024,56.65,11,3,8,180.89,183.81666666666666,2.9266666666666765,45+
1022400170|1611661320,2024,45.849999999999994,12,2,10,221.41666666666666,200.0,-21.416666666666657,45+
1022400175|1611661320,2024,27.796666666666667,11,2,9,206.76666666666665,200.01666666666668,-6.749999999999972,15-30
1022400182|1611661320,2024,10.533333333333335,10,1,9,203.20666666666668,200.0,-3.2066666666666777,0-15
1022400193|1611661320,2024,0.0,10,0,10,208.8433333333333,196.68333333333337,-12.15999999999994,none
1022400199|1611661320,2024,23.873333333333335,11,2,9,209.43,200.0,-9.430000000000007,15-30
1022400205|1611661320,2024,18.636666666666663,11,1,10,210.26333333333332,200.0,-10.263333333333321,15-30
1022400211|1611661320,2024,26.566666666666663,11,2,9,198.58666666666667,200.0,1.413333333333327,15-30
1022400214|1611661320,2024,18.636666666666663,11,1,10,205.63,200.0,-5.6299999999999955,15-30
1022400217|1611661320,2024,26.62333333333333,11,2,9,196.14666666666668,200.0,3.8533333333333246,15-30
1022400229|1611661320,2024,18.636666666666663,11,1,10,201.53666666666666,200.0,-1.5366666666666617,15-30
1022400233|1611661320,2024,0.0,10,0,10,201.52,200.00000000000003,-1.5199999999999818,none
1022400238|1611661320,2024,0.0,10,0,10,202.53,200.0,-2.530000000000001,none
1022400005|1611661321,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400012|1611661321,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400017|1611661321,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400029|1611661321,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400031|1611661321,2024,3.238888888888889,8,1,7,161.12222222222223,164.34999999999997,3.2277777777777317,0-15
1022400041|1611661321,2024,0.0,9,0,9,193.98194444444445,200.00000000000003,6.018055555555577,none
1022400047|1611661321,2024,0.0,9,0,9,195.66166666666666,200.0,4.338333333333338,none
1022400052|1611661321,2024,0.0,9,0,9,201.14666666666668,199.99999999999997,-1.1466666666667038,none
1022400058|1611661321,2024,1.3766666666666667,9,1,8,199.13333333333333,200.0,0.8666666666666742,0-15
1022400063|1611661321,2024,1.3766666666666667,9,1,8,199.09666666666666,250.0,50.903333333333336,0-15
1022400072|1611661321,2024,0.0,9,0,9,200.6966666666667,200.0,-0.6966666666666868,none
1022400076|1611661321,2024,0.0,9,0,9,210.52333333333334,200.03333333333333,-10.490000000000009,none
1022400081|1611661321,2024,40.19,9,1,8,170.30333333333334,200.0,29.69666666666666,30-45
1022400087|1611661321,2024,52.82666666666666,9,2,7,158.51666666666668,170.36666666666667,11.849999999999994,45+
1022400091|1611661321,2024,39.71666666666666,9,1,8,177.99999999999997,168.05,-9.94999999999996,30-45
1022400095|1611661321,2024,46.65666666666666,9,2,7,174.10333333333335,166.26666666666665,-7.8366666666667015,45+
1022400098|1611661321,2024,56.29666666666666,11,3,8,195.85555555555555,174.0,-21.855555555555554,45+
1022400105|1611661321,2024,49.35666666666666,11,2,9,202.41083333333333,175.48333333333335,-26.92749999999998,45+
1022400110|1611661321,2024,9.639999999999999,10,1,9,201.93333333333334,170.41666666666666,-31.51666666666668,0-15
1022400115|1611661321,2024,16.96,10,2,8,184.96666666666664,162.13333333333333,-22.833333333333314,15-30
1022400118|1611661321,2024,16.96,11,2,9,205.03,200.01666666666665,-5.01333333333335,15-30
1022400124|1611661321,2024,6.386666666666667,10,1,9,204.53166666666667,200.0,-4.531666666666666,0-15
1022400132|1611661321,2024,0.0,10,0,10,207.11,200.0,-7.110000000000014,none
1022400138|1611661321,2024,9.14,10,2,8,193.64666666666665,200.0,6.353333333333353,0-15
1022400148|1611661321,2024,9.14,10,2,8,194.61,200.0,5.389999999999986,0-15
1022400154|1611661321,2024,49.34,10,2,8,157.49666666666667,155.6,-1.8966666666666754,45+
1022400163|1611661321,2024,49.34,10,2,8,157.74666666666667,147.65,-10.096666666666664,45+
1022400167|1611661321,2024,56.096666666666664,11,4,7,190.52666666666664,152.86666666666667,-37.65999999999997,45+
1022400175|1611661321,2024,52.54333333333334,12,3,9,199.33777777777777,164.26666666666665,-35.07111111111112,45+
1022400179|1611661321,2024,56.0,13,4,9,224.65027777777777,200.0,-24.650277777777774,45+
1022400186|1611661321,2024,3.456666666666666,11,1,10,218.76333333333335,200.01666666666665,-18.746666666666698,0-15
1022400192|1611661321,2024,11.239999999999998,11,3,8,199.53,200.0,0.46999999999999886,0-15
1022400196|1611661321,2024,11.239999999999998,11,3,8,193.51666666666665,200.0,6.4833333333333485,0-15
1022400202|1611661321,2024,5.046666666666666,11,2,9,200.89666666666668,224.98333333333332,24.086666666666645,0-15
1022400210|1611661321,2024,0.0,10,0,10,203.53666666666666,200.0,-3.5366666666666617,none
1022400213|1611661321,2024,0.0,10,0,10,210.19333333333336,200.0,-10.193333333333356,none
1022400218|1611661321,2024,0.0,10,0,10,208.19,200.0,-8.189999999999998,none
1022400221|1611661321,2024,35.166666666666664,10,2,8,171.42333333333335,200.0,28.576666666666654,30-45
1022400224|1611661321,2024,0.0,10,0,10,209.77333333333334,200.03333333333333,-9.740000000000009,none
1022400239|1611661321,2024,66.22666666666666,10,2,8,146.24333333333334,200.0,53.75666666666666,45+
1022400004|1611661324,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400009|1611661324,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400021|1611661324,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400025|1611661324,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400030|1611661324,2024,7.95,8,1,7,196.26666666666665,183.13333333333333,-13.133333333333326,0-15
1022400037|1611661324,2024,7.95,8,1,7,190.81666666666666,185.36666666666667,-5.449999999999989,0-15
